page_id,page_title,view_count,protection_level,protection_expiry,page_length,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories,page_freshness
33009229,Achille Lauro hijacking,562536,extendedconfirmed, infinity,104478,61,14,3,6597,607,0,0,9,3731
65627719,Act on the Institute of National Remembrance,34224,extendedconfirmed, infinity,6443,31,16,0,192,9,0,0,3,3732
226238,Adam's Bridge,3046980,extendedconfirmed, infinity,37976,279,49,30,43218,2246,1,1,16,3733
334773,Adam Czerniaków,192651,extendedconfirmed, infinity,8145,44,5,3,2251,250,0,0,15,3734
240028,Adidas,12082783,extendedconfirmed, infinity,80995,575,40,26,123078,8262,1,1,28,3735
21918759,Aditi Rao Hydari,8108517,extendedconfirmed, 2022-03-28T02:55:35Z,71285,117,19,2,97981,2432,0,0,13,3736
446017,Administrative units of Pakistan,1131391,extendedconfirmed, infinity,30551,114,22,30,29441,1080,0,0,6,3737
1679844,Adnan al-Ghoul,34103,extendedconfirmed, infinity,5841,40,3,0,242,119,1,1,9,3738
2731583,Adolf Hitler,56231743,extendedconfirmed, infinity,170959,3285,221,55,620952,27074,30,14,62,3739
4358594,Adolf Warski,22711,extendedconfirmed, infinity,4709,Fewer than 30 watchers,,2,207,105,3,1,11,3740
65469754,"Adora, Har Hebron",18065,extendedconfirmed, infinity,78,Fewer than 30 watchers,,0,31,2,0,0,3,3741
4749840,"Adora, Har Hevron",1448,extendedconfirmed, infinity,6693,Fewer than 30 watchers,,6,75,126,0,0,7,3742
65850408,"Adora, Mount Hebron",763,extendedconfirmed, infinity,78,Fewer than 30 watchers,,0,3,1,0,0,3,3743
737,Afghanistan,16526306,extendedconfirmed, infinity,228908,1382,170,43,1415977,14060,292,116,43,3744
11049264,Aftermath of the Holocaust,438508,extendedconfirmed, infinity,64023,66,14,5,2418,590,34,9,8,3745
10738918,Afula bus suicide bombing,13274,extendedconfirmed, infinity,11998,34,5,2,98,114,0,0,4,3746
40148472,Agreement on Disengagement between Israel and Syria,75222,extendedconfirmed, infinity,7694,39,13,1,395,49,0,0,8,3747
41692011,Agreement on Movement and Access,33599,extendedconfirmed, infinity,8692,Fewer than 30 watchers,,0,130,38,7,3,7,3748
65543742,Agriculture in the Palestinian territories,25863,extendedconfirmed, infinity,98,Fewer than 30 watchers,,0,44,1,0,0,3,3749
43210492,Agriculture in the State of Palestine,3639,extendedconfirmed, infinity,4133,Fewer than 30 watchers,,2,98,31,0,0,2,3750
56099419,Ahed Tamimi,446412,extendedconfirmed, infinity,25687,87,17,2,2898,693,1,1,14,3751
4556155,Ahir,663253,extendedconfirmed, 2022-01-11T20:26:52Z,25602,87,14,10,10772,3762,1,1,7,3752
54226214,Ahmad Musa Jibril,119310,extendedconfirmed, infinity,24180,37,6,0,2155,321,0,0,7,3753
203300,Ahmad Shukeiri,90483,extendedconfirmed, infinity,6758,57,6,14,976,261,1,1,17,3754
1202655,Ahmadiyya Caliphate,1071804,extendedconfirmed, 2022-06-19T11:22:15Z,17310,109,29,8,5680,531,0,0,9,3755
12083248,Ahmed Jabari,124428,extendedconfirmed, infinity,28706,60,3,8,881,572,1,1,7,3756
285686,Ahmed Jibril,129023,extendedconfirmed, infinity,9771,43,5,4,2023,224,0,0,17,3757
80830,Ahmed Yassin,568629,extendedconfirmed, infinity,37812,154,17,22,4848,1743,0,0,20,3758
14355938,Aida Camp,51763,extendedconfirmed, infinity,11730,Fewer than 30 watchers,,2,164,104,0,0,8,3759
5901773,Ain al-Hilweh,96900,extendedconfirmed, infinity,16687,Fewer than 30 watchers,,8,662,144,0,0,14,3760
8372344,Ain es Saheb airstrike,74249,extendedconfirmed, infinity,4293,34,2,2,197,75,0,0,6,3761
26457880,Air India,4667816,extendedconfirmed, infinity,87255,192,13,23,52564,6790,3,3,11,3762
33101388,Akali Phula Singh,137460,extendedconfirmed, infinity,56338,Fewer than 30 watchers,,3,2203,444,0,0,16,3763
18945005,Akbar,10650603,extendedconfirmed, infinity,143159,468,33,33,174233,6932,5,5,42,3764
66362209,Akhil Bharatiya Kshatriya Mahasabha,49964,extendedconfirmed, infinity,19606,Fewer than 30 watchers,,1,1046,482,0,0,5,3765
4547643,Akkawi,143024,extendedconfirmed, infinity,3580,31,10,5,1847,378,0,0,6,3766
154125,Aktion T4,1545885,extendedconfirmed, infinity,95071,356,38,24,23849,2772,2,2,14,3767
24018868,Al-'Abbasiyya,31016,extendedconfirmed, infinity,17109,Fewer than 30 watchers,,8,285,131,1,1,7,3768
2456731,Al-Ahbash,195350,extendedconfirmed, infinity,34677,86,11,11,2274,1778,0,0,9,3769
18452315,Al-Am'ari,,extendedconfirmed, infinity,5647,Fewer than 30 watchers,,2,120,42,1,1,6,3770
62221362,Al-Aqsa Intifada,376833,extendedconfirmed, infinity,122,374,32,0,1818,7,0,0,5,3771
40863691,Al-Aqsa Martyrs' Brigades,248072,extendedconfirmed, infinity,22100,101,9,25,2424,747,1,1,14,3772
65759,Al-Aqsa Mosque,4892615,extendedconfirmed, infinity,79114,361,53,28,43179,3543,3,3,24,3773
20916214,Al-Aqsa TV,75334,extendedconfirmed, infinity,14455,48,6,4,714,245,0,0,7,3774
15443520,Al-Arroub (camp),21286,extendedconfirmed, infinity,5111,Fewer than 30 watchers,,7,72,51,0,0,7,3775
267481,Al-Bassa,2627412,extendedconfirmed, infinity,37574,Fewer than 30 watchers,,6,287,494,1,1,9,3776
3628197,Al-Bireh,118584,extendedconfirmed, infinity,33513,39,4,11,1252,569,2,1,17,3777
267482,Al-Birwa,45656,extendedconfirmed, infinity,36283,Fewer than 30 watchers,,8,343,409,1,1,13,3778
335064,Al-Damun,20576,extendedconfirmed, infinity,22621,Fewer than 30 watchers,,1,67,181,1,1,11,3779
267498,Al-Ghabisiyya,17993,extendedconfirmed, infinity,27911,Fewer than 30 watchers,,6,45,220,1,1,9,3780
39913797,Al-Haq,36809,extendedconfirmed, infinity,25441,46,5,1,202,185,0,0,16,3781
267516,Al-Kabri,23340,extendedconfirmed, infinity,24997,Fewer than 30 watchers,,2,109,216,0,0,11,3782
267527,"Al-Manshiyya, Acre",16569,extendedconfirmed, infinity,20921,Fewer than 30 watchers,,1,48,197,0,0,10,3783
24019284,"Al-Manshiyya, Tulkarm",13680,extendedconfirmed, infinity,8770,Fewer than 30 watchers,,2,14,54,0,0,5,3784
267409,"Al-Mansura, Acre",17274,extendedconfirmed, infinity,12703,Fewer than 30 watchers,,1,54,123,1,1,7,3785
267420,"Al-Nabi Rubin, Acre",15393,extendedconfirmed, infinity,8414,Fewer than 30 watchers,,2,28,100,1,1,7,3786
267429,Al-Nahr,21816,extendedconfirmed, infinity,14093,Fewer than 30 watchers,,3,66,124,1,1,9,3787
267317,"Al-Qastal, Jerusalem",24647,extendedconfirmed, infinity,16516,Fewer than 30 watchers,,11,174,237,2,2,10,3788
60983613,Al-Qibli Mosque,260,extendedconfirmed, infinity,45,286,53,0,1,1,0,0,,3789
2082587,Al-Quds Brigades,143216,extendedconfirmed, infinity,11433,47,3,5,932,168,1,1,8,3790
6319171,Al-Quds rocket,31861,extendedconfirmed, infinity,2384,Fewer than 30 watchers,,2,141,78,0,0,6,3791
267431,Al-Ruways,18684,extendedconfirmed, infinity,16510,Fewer than 30 watchers,,1,80,114,1,1,9,3792
36898753,Al-Sabinah,24025,extendedconfirmed, infinity,3416,Fewer than 30 watchers,,8,51,27,0,0,6,3793
16296150,Al-Shati Camp,30352,extendedconfirmed, infinity,6224,Fewer than 30 watchers,,5,216,63,0,0,9,3794
4129858,Al-Shaykh Muwannis,33960,extendedconfirmed, infinity,21631,Fewer than 30 watchers,,9,246,235,1,1,12,3795
267533,Al-Sumayriyya,20096,extendedconfirmed, infinity,18765,Fewer than 30 watchers,,8,80,159,1,1,10,3796
267540,"Al-Tall, Acre",14394,extendedconfirmed, infinity,11721,Fewer than 30 watchers,,1,17,119,1,1,8,3797
401887,Al-Wehdat refugee camp,13508,extendedconfirmed, infinity,15509,Fewer than 30 watchers,,3,122,94,0,0,8,3798
16963223,Al Bureij massacre,12536,extendedconfirmed, infinity,2494,Fewer than 30 watchers,,1,73,64,0,0,3,3799
68385119,Al Wehda Street airstrike,,extendedconfirmed, infinity,82,Fewer than 30 watchers,,0,28,1,1,1,3,3800
11602398,Alamata,33011,extendedconfirmed, infinity,12433,Fewer than 30 watchers,,0,1143,93,0,0,8,3801
3361801,Alan Dershowitz,6577492,extendedconfirmed, infinity,129583,390,40,9,56199,3206,2,2,28,3802
472476,Alas Chiricanas Flight 901,55146,extendedconfirmed, infinity,4890,45,2,3,707,188,3,1,3,3803
738,Albania,15014441,extendedconfirmed, infinity,266183,1019,84,23,240907,16203,12,7,60,3804
7448120,Albanians of Romania,55707,extendedconfirmed, 2022-07-03T11:37:15Z,25959,Fewer than 30 watchers,,3,606,249,0,0,7,3805
4595673,Alei Zahav,14873,extendedconfirmed, infinity,2941,Fewer than 30 watchers,,1,97,73,0,0,11,3806
54236738,Alejandra Onieva,51176,extendedconfirmed, infinity,3356,Fewer than 30 watchers,,2,8523,57,1,1,8,3807
49949609,Aleksander Ładoś,12999,extendedconfirmed, infinity,14253,Fewer than 30 watchers,,0,181,70,2,2,11,3808
2725179,Alfei Menashe,39605,extendedconfirmed, infinity,5430,Fewer than 30 watchers,,1,344,131,0,0,12,3809
343940,Alfred-Maurice de Zayas,150757,extendedconfirmed, 2022-03-30T01:53:06Z,121961,67,7,2,765,1760,4,3,72,3810
35635863,Alfred Nossig,44310,extendedconfirmed, infinity,7686,Fewer than 30 watchers,,0,395,101,0,0,17,3811
77768,Ali Hassan Salameh,717129,extendedconfirmed, infinity,12219,77,10,5,21619,469,0,0,17,3812
385653,Ali Khamenei,6243596,extendedconfirmed, infinity,200256,398,39,58,89814,6372,5,5,40,3813
4136289,Ali Mansour,8638,extendedconfirmed, infinity,106,Fewer than 30 watchers,,0,13,45,0,0,4,3814
579,Alien,1424956,extendedconfirmed, infinity,5887,204,13,21,13498,4515,0,0,,3815
25528548,Alina Cała,37581,extendedconfirmed, infinity,5332,Fewer than 30 watchers,,1,23,90,0,0,19,3816
40629567,Alison Weir (activist),55771,extendedconfirmed, infinity,13130,59,2,1,594,264,0,0,9,3817
351513,Aliyah,2337420,extendedconfirmed, infinity,109843,374,34,12,23359,2489,0,0,17,3818
40229786,All-Palestine Government,203721,extendedconfirmed, infinity,19615,94,3,3,1116,403,0,0,7,3819
53185055,All-Palestine Protectorate,206831,extendedconfirmed, infinity,17523,51,12,2,2910,81,1,1,10,3820
32849292,Allenby Street bus bombing,21293,extendedconfirmed, infinity,9307,32,3,1,146,81,1,1,,3821
3771749,Allon Plan,114404,extendedconfirmed, infinity,16968,52,8,2,783,176,0,0,6,3822
15443756,Almog,28140,extendedconfirmed, infinity,3040,Fewer than 30 watchers,,1,193,95,0,0,8,3823
18741769,"Almon, Mateh Binyamin",20673,extendedconfirmed, infinity,10301,Fewer than 30 watchers,,2,128,100,0,0,7,3824
12705085,"Alon, Mateh Binyamin",15012,extendedconfirmed, infinity,4751,Fewer than 30 watchers,,3,65,75,0,0,11,3825
12065436,Alon Shvut,56479,extendedconfirmed, infinity,29046,49,8,7,608,415,0,0,17,3826
68318988,Am'ari,23389,extendedconfirmed, infinity,70,Fewer than 30 watchers,,0,100,1,1,1,3,3827
52098381,Amaryllis woman's name,974,extendedconfirmed, infinity,52,Fewer than 30 watchers,,0,3,2,0,0,,3828
27367638,Ameer Makhoul,15517,extendedconfirmed, infinity,8915,32,22,1,72,136,0,0,9,3829
56442904,Amendment to the Act on the Institute of National Remembrance,28729,extendedconfirmed, infinity,41801,36,12,6,620,599,4,3,10,3830
207085,American Hockey League,2591013,extendedconfirmed, infinity,75485,94,23,10,28537,2840,6,1,12,3831
60270403,American Identity Movement,25457,extendedconfirmed, infinity,54,Fewer than 30 watchers,,0,273,9,0,0,,3832
23839901,American International School in Gaza,9557,extendedconfirmed, infinity,2493,Fewer than 30 watchers,,0,44,50,0,0,9,3833
183015,American Israel Public Affairs Committee,776969,extendedconfirmed, infinity,71331,259,13,10,4458,2474,2,2,24,3834
43482474,American Journal of Cancer Research,13228,extendedconfirmed, infinity,2813,Fewer than 30 watchers,,4,95,26,0,0,5,3835
25302294,American Journal of Translational Research,20857,extendedconfirmed, infinity,3364,Fewer than 30 watchers,,4,92,71,0,0,5,3836
48597029,American Muslims for Palestine,23931,extendedconfirmed, infinity,12637,36,8,0,126,192,0,0,5,3837
54851475,Amman New Camp,17435,extendedconfirmed, infinity,53,Fewer than 30 watchers,,0,52,1,0,0,,3838
30876020,Amon Göth,3934623,extendedconfirmed, infinity,35985,163,21,7,63148,1646,0,0,26,3839
3932903,"Amona, Mateh Binyamin",85213,extendedconfirmed, infinity,16685,54,5,3,256,274,1,1,8,3840
330857,Amos Oz,696356,extendedconfirmed, infinity,45267,123,9,3,3763,897,4,2,40,3841
12541729,Amy Schumer,16759159,extendedconfirmed, infinity,93953,206,27,5,65254,1855,2,2,20,3842
3677256,An-Najah National University,90554,extendedconfirmed, infinity,12024,30,7,3,925,291,0,0,16,3843
4906655,Anantnag,328021,extendedconfirmed, infinity,17287,46,8,6,3702,1551,0,0,13,3844
1087190,Anarchists Against the Wall,36180,extendedconfirmed, infinity,7778,57,4,3,299,250,1,1,9,3845
704276,Andrea M. Ghez,354029,extendedconfirmed, infinity,25028,45,6,3,5305,408,1,1,17,3846
50236885,Angelique Rockas,97005,extendedconfirmed, 2025-02-19T04:40:30Z,15028,Fewer than 30 watchers,,0,457,1559,0,0,20,3847
25570853,Anis Sayigh,7359,extendedconfirmed, infinity,2125,Fewer than 30 watchers,,0,22,29,0,0,14,3848
32720869,Anita Sarkeesian,2106305,extendedconfirmed, infinity,54720,303,27,4,16027,1579,2,2,15,3849
27659461,Ann Louise Gittleman,52480,extendedconfirmed, infinity,10176,39,4,3,1085,385,2,2,10,3850
21932199,Anna Baltzer,34165,extendedconfirmed, infinity,12668,37,2,0,125,394,0,0,15,3851
40646059,Annapolis Conference,89153,extendedconfirmed, infinity,18413,64,4,9,382,383,0,0,4,3852
61787201,Annexation of the Jordan Valley,96268,extendedconfirmed, infinity,10442,Fewer than 30 watchers,,1,652,40,0,0,3,3853
44794183,Ans van Dijk,101876,extendedconfirmed, infinity,5400,Fewer than 30 watchers,,0,1063,91,0,0,14,3854
65786,Anti-Arabism,318242,extendedconfirmed, infinity,114940,201,17,18,4684,2454,2,2,17,3855
1047999,Anti-Fascist Military Organisation,23841,extendedconfirmed, infinity,1192,Fewer than 30 watchers,,1,108,45,0,0,4,3856
15485840,"Anti-Jewish violence in Poland, 1944-1946",13646,extendedconfirmed, infinity,50622,78,11,8,904,667,1,1,8,3857
1429917,Anti-Polish sentiment,645886,extendedconfirmed, infinity,110525,169,19,22,8280,2917,2,1,22,3858
19698503,Anti-Zionism,1611063,extendedconfirmed, infinity,87945,423,43,50,17342,4911,4,3,15,3859
37600900,Anti-abortion movements,397022,extendedconfirmed, infinity,24247,318,18,42,3074,783,1,1,25,3860
54364299,Anti-tunnel barrier along Israel-Gaza Strip border,2377,extendedconfirmed, infinity,4859,Fewer than 30 watchers,,1,62,32,0,0,5,3861
54803678,Antifa (United States),23196567,extendedconfirmed, infinity,210349,573,115,10,92088,3980,5,4,13,3862
2187,Antisemitism in the Arab world,258176,extendedconfirmed, infinity,57285,183,14,18,2523,1524,1,1,13,3863
55884151,Antisemitism in the UK Labour Party,768569,extendedconfirmed, infinity,269939,130,30,7,3667,3483,5,5,11,3864
10200721,Anton du Beke,3195597,extendedconfirmed, 2021-12-18T00:40:17Z,144,Fewer than 30 watchers,,0,1796,24,0,0,5,3865
35550366,Antony Polonsky,29347,extendedconfirmed, infinity,18556,Fewer than 30 watchers,,0,177,181,0,0,16,3866
39419777,Anubis (film),99497,extendedconfirmed, infinity,98,Fewer than 30 watchers,,0,27,72,0,0,3,3867
49522,Anwar Sadat,3158386,extendedconfirmed, infinity,56288,290,20,38,39770,2834,13,5,40,3868
24609963,Applied Research Institute-Jerusalem,2306,extendedconfirmed, infinity,3092,35,15,8,217,63,0,0,6,3869
18082672,Aqabat Jaber,20187,extendedconfirmed, infinity,4702,Fewer than 30 watchers,,3,108,53,0,0,8,3870
15427206,"Aqraba, Nablus",13015,extendedconfirmed, infinity,27534,Fewer than 30 watchers,,3,274,229,2,2,12,3871
53529486,Arab-Israeli peace projects,46944,extendedconfirmed, infinity,60,52,3,0,57,1,0,0,,3872
4862116,Arab Capital of Culture,78764,extendedconfirmed, infinity,10467,39,5,6,362,444,0,0,8,3873
40678558,Arab Higher Committee,119388,extendedconfirmed, infinity,27033,61,11,6,1004,309,0,0,8,3874
1645949,Arab Jews,334931,extendedconfirmed, infinity,37059,122,13,35,3991,979,1,1,13,3875
52625,Arab League,3193846,extendedconfirmed, infinity,55042,366,34,25,34281,2862,1,1,28,3876
28604838,(I Only Know Him) In The Dark,698,sysop, infinity,42,Fewer than 30 watchers,,0,2,15,0,0,,1205
21294731,*NSYNC,151861,sysop, infinity,108,53,4,0,698,8,0,0,5,1206
38192437,100 Players Who Shook The Kop,84274,sysop, infinity,44,Fewer than 30 watchers,,0,482,5,0,0,,1207
20540800,14 MARATHA LI,660,sysop, infinity,52,Fewer than 30 watchers,,0,1,4,0,0,,1208
21492121,1804 Squadron ATC,1352,sysop, infinity,83,Fewer than 30 watchers,,0,4,38,0,0,,1209
39026519,1984 Sikh genocide,5082,sysop, infinity,34,60,6,0,27,5,0,0,,1210
19028722,2006 Israel-Lebanon conflict,74619,sysop, infinity,77,1002,1001,0,289,10,0,0,3,1211
22381820,2008 Beijing Drum Tower incident during the Olympic Games,444,sysop, infinity,47,Fewer than 30 watchers,,0,0,2,0,0,,1212
19381355,"2008 Chatsworth, California train collision",770,sysop, infinity,45,Fewer than 30 watchers,,0,0,5,0,0,,1213
19375895,2008 Chatsworth Metrolink collision,1023,sysop, infinity,46,Fewer than 30 watchers,,0,0,4,0,0,,1214
19381993,2008 Summer Olympics Opening Ceremony,26357,sysop, infinity,83,53,53,0,596,3,0,0,2,1215
19389590,2008 Summer Olympics medal count,3560,sysop, infinity,46,71,71,0,490,3,0,0,,1216
23502197,2009 Honduran crisis,651,sysop, infinity,49,Fewer than 30 watchers,,0,0,5,0,0,,1217
21435090,2009 Tampa Bay Devil Rays season,864,sysop, infinity,41,Fewer than 30 watchers,,0,2,13,0,0,,1218
27579675,2010 Cumbria Shootings,309,sysop, infinity,31,Fewer than 30 watchers,,0,12,14,0,0,,1219
24230015,2010 Tampa Bay Devil Rays season,590,sysop, infinity,40,Fewer than 30 watchers,,0,0,14,0,0,,1220
31858060,2011 MotoGP Season,504,sysop, infinity,54,Fewer than 30 watchers,,0,0,103,0,0,,1221
34484872,2012 MotoGP Season,2400,sysop, infinity,54,Fewer than 30 watchers,,0,10,2,0,0,,1222
35145673,2012 Stanley Cup Final,4888,sysop, infinity,37,Fewer than 30 watchers,,0,16,3,0,0,,1223
39323115,2013 Stanley Cup Final,6154,sysop, infinity,69,Fewer than 30 watchers,,0,4,2,0,0,,1224
39323148,2013 Stanley Cup finals,1433,sysop, infinity,69,Fewer than 30 watchers,,0,2,2,0,0,2,1225
42486163,2014 Stanley Cup Final,8727,sysop, infinity,69,Fewer than 30 watchers,,0,10,3,0,0,,1226
42486165,2014 Stanley Cup finals,851,sysop, infinity,69,Fewer than 30 watchers,,0,0,3,0,0,2,1227
46347018,2015 Semenyih helicopter crash,4619,sysop, infinity,109,Fewer than 30 watchers,,0,3,53,0,0,3,1228
46633275,2015 Stanley Cup Final,4571,sysop, infinity,69,Fewer than 30 watchers,,0,1,2,0,0,,1229
46633273,2015 Stanley Cup finals,1238,sysop, infinity,69,Fewer than 30 watchers,,0,0,2,0,0,2,1230
50537909,2016 Stanley Cup Final,7557,sysop, infinity,69,Fewer than 30 watchers,,0,6,2,0,0,,1231
50537912,2016 Stanley Cup finals,1015,sysop, infinity,69,Fewer than 30 watchers,,0,1,2,0,0,2,1232
51189151,2017 Formula One Season,21189,sysop, infinity,113,Fewer than 30 watchers,,0,45,15,0,0,5,1233
54017803,2017 Stanley Cup Final,2876,sysop, infinity,69,Fewer than 30 watchers,,0,1,2,0,0,,1234
57231378,2018 George Tooke Shield,21743,sysop, infinity,76,Fewer than 30 watchers,,0,1,26,0,0,3,1235
57390536,2018 Stanley Cup Final,3776,sysop, infinity,69,Fewer than 30 watchers,,0,5,2,0,0,,1236
60583885,2019 Stanley Cup Final,2692,sysop, infinity,69,Fewer than 30 watchers,,0,6,2,0,0,,1237
14478616,2girls1cup,9463,sysop, infinity,49,Fewer than 30 watchers,,0,56,5,0,0,,1238
44606946,32%2F16 bit C programming,608,sysop, infinity,38,Fewer than 30 watchers,,0,0,11,0,0,,1239
25086382,404 (error message),579,sysop, infinity,22,Fewer than 30 watchers,,0,1,3,0,0,,1240
575206,404 Error,10310,sysop, infinity,22,Fewer than 30 watchers,,0,0,6,0,0,,1241
265410,404 File Not Found,1843,sysop, infinity,22,Fewer than 30 watchers,,0,0,10,0,0,,1242
4249706,404 Not Found,6038,sysop, infinity,22,Fewer than 30 watchers,,0,24,7,0,0,,1243
3785409,404 Page Not Found,1718,sysop, infinity,22,Fewer than 30 watchers,,0,1,5,0,0,,1244
19752669,4 Stroke Internal Combustion Engine,1269,sysop, infinity,32,Fewer than 30 watchers,,0,1,25,0,0,,1245
33817716,50%2F50 Twin,13655,sysop, infinity,49,Fewer than 30 watchers,,0,137,71,0,0,,1246
27195641,5 Hour Energy,4387,sysop, infinity,27,Fewer than 30 watchers,,0,86,3,0,0,,1247
12665294,7 Day Theory,4409,sysop, infinity,73,Fewer than 30 watchers,,0,9,3,0,0,,1248
23826475,808s & Heartbreak (Kanye West album),1040,sysop, infinity,72,Fewer than 30 watchers,,0,45,3,0,0,,1249
19390322,808s and Heartbreak,21061,sysop, infinity,31,Fewer than 30 watchers,,0,177,7,0,0,,1250
44756639,89.1 Ken's FM,599,sysop, infinity,18,Fewer than 30 watchers,,0,0,16,0,0,,1251
192666,9%2F11 domestic complicity conspiracy theories,3751,sysop, infinity,60,39,39,0,5,435,0,0,,1252
10838473,A.C.M.,1657,sysop, infinity,39,Fewer than 30 watchers,,0,1,6,0,0,,1253
30680986,A. Scott Connelly,2994,sysop, infinity,20,Fewer than 30 watchers,,0,11,4,0,0,,1254
31489577,ACE Flight 22,1920,sysop, infinity,95,Fewer than 30 watchers,,0,1,6,0,0,3,1255
15417870,AGENDA,1893,sysop, infinity,52,Fewer than 30 watchers,,0,6,2,0,0,2,1256
51057744,AJIO,217612,sysop, infinity,28,Fewer than 30 watchers,,0,1490,61,0,0,,1257
42272970,AP.9,2431,sysop, infinity,23,Fewer than 30 watchers,,0,3,2,0,0,,1258
42071117,AP.9 (rapper),8004,sysop, infinity,39,Fewer than 30 watchers,,0,1,3,0,0,,1259
27697087,API (redirects and miscellaneous),114,sysop, infinity,17,192,192,0,0,54,0,0,,1260
19523758,ARTICLE,3728,sysop, infinity,53,Fewer than 30 watchers,,0,13,4,0,0,2,1261
15909519,ASIO File,2904,sysop, infinity,59,Fewer than 30 watchers,,0,1,145,0,0,,1262
42598,AT&T Inc.,327128,sysop, infinity,3063,42,8,6,936,411,1,1,,1263
52532224,"A Girl, A Bottle, A Boat",7465,sysop, infinity,80,Fewer than 30 watchers,,0,14,3,0,0,2,1264
15545928,A Girl Like Me (Rihanna album),12213,sysop, infinity,76,Fewer than 30 watchers,,0,55,5,0,0,2,1265
23855404,A Human Body,5357,sysop, 2021-12-31T03:53:30Z,75,Fewer than 30 watchers,,0,87,33,0,0,3,1266
19233774,A Message,4646,sysop, infinity,17,Fewer than 30 watchers,,0,11,2,0,0,,1267
29883682,A Personal Appeal,628,sysop, infinity,25,Fewer than 30 watchers,,0,0,18,0,0,,1268
19594696,Abdullah bin Abdul Aziz Al Saud,75289,sysop, infinity,38,40,40,0,13,2,0,0,,1269
12416516,Abhilasha Jeyarajah,1378,sysop, infinity,52,Fewer than 30 watchers,,0,2,10,0,0,,1270
56049424,Abridged series,2167,sysop, infinity,40,Fewer than 30 watchers,,0,44,2,0,0,,1271
42483481,Accession of Crimea to the Russian Federation,33806,sysop, infinity,76,43,43,0,77,12,0,0,,1272
43220405,Adam Foroush,1386,sysop, infinity,29,Fewer than 30 watchers,,0,0,13,0,0,,1273
18121682,Adam Jones (football),4740,sysop, infinity,44,30,30,0,16,19,0,0,,1274
37936120,Adam Peter Lanza,6677,sysop, infinity,80,Fewer than 30 watchers,,0,46,3,0,0,,1275
43761838,Add Me,10987,sysop, infinity,36,Fewer than 30 watchers,,0,251,29,0,0,,1276
47834329,Adderbury Park F.C.,2688,sysop, infinity,48,Fewer than 30 watchers,,0,5,142,0,0,,1277
33789219,Adel al-Jubeir assassination plot,12644,sysop, infinity,50,Fewer than 30 watchers,,0,47,5,0,0,,1278
45630058,Administrative republic,7715,sysop, infinity,50,88,62,0,10,10,0,0,,1279
15629527,Admiral DeGill,479,sysop, infinity,60,Fewer than 30 watchers,,0,2,5,0,0,,1280
51390833,Adrianna,5733,sysop, infinity,71,Fewer than 30 watchers,,0,32,4,0,0,3,1281
2289144,Adytum,7638,sysop, infinity,20,Fewer than 30 watchers,,0,33,60,0,0,,1282
21052157,Aelita Schaeffer,3521,sysop, infinity,89,Fewer than 30 watchers,,0,24,31,0,0,4,1283
21188594,Aeris Gainsborough,6528,sysop, infinity,65,Fewer than 30 watchers,,0,30,7,0,0,,1284
14671865,Aggrotech,113054,sysop, infinity,80,Fewer than 30 watchers,,0,650,11,0,0,2,1285
54359,Agnostic,2616227,sysop, infinity,47,Fewer than 30 watchers,,0,20577,9,0,0,,1286
18984368,Ahmadoba,549,sysop, infinity,24,Fewer than 30 watchers,,0,0,12,0,0,,1287
37013054,Ahren Stringer,6492,sysop, 2021-11-02T18:38:31Z,52,Fewer than 30 watchers,,0,74,27,0,0,2,1288
655868,Ahwaz,54470,sysop, infinity,41,Fewer than 30 watchers,,0,328,27,0,0,,1289
30679835,Ain't Nobody (Clare Maguire song),4395,sysop, infinity,172,Fewer than 30 watchers,,0,21,31,0,0,2,1290
31230466,Air Nomads,28969,sysop, infinity,18,34,34,0,332,1248,0,0,,1291
28869420,Akari Hinomoto,1694,sysop, infinity,79,Fewer than 30 watchers,,0,5,16,0,0,,1292
29433576,Al Gore III,16989,sysop, infinity,73,40,40,0,29,422,0,0,2,1293
21218664,Al Mahbes,16338,sysop, 2021-08-20T02:12:23Z,571,Fewer than 30 watchers,,2,382,85,15,7,8,1294
20598561,Al Yankovic,28941,sysop, infinity,33,Fewer than 30 watchers,,0,210,3,0,0,,1295
21076800,Alcatraz,337933,sysop, infinity,29,Fewer than 30 watchers,,0,2251,2,0,0,,1296
19388408,Alcohol free beer,3995,sysop, infinity,30,Fewer than 30 watchers,,0,19,3,0,0,,1297
23017636,Alexis Grace,8394,sysop, infinity,38,Fewer than 30 watchers,,0,31,3,0,0,,1298
22047877,Alexis Grace (American singer),1510,sysop, infinity,38,Fewer than 30 watchers,,0,2,12,0,0,,1299
20598518,Alfred Matthew Yankovic,3176,sysop, infinity,113,Fewer than 30 watchers,,0,1,7,0,0,3,1300
20598548,Alfred Yankovic,2358,sysop, infinity,33,Fewer than 30 watchers,,0,17,4,0,0,,1301
21418333,Alga,137044,sysop, infinity,19,Fewer than 30 watchers,,0,635,3,0,0,,1302
60946523,Ali Rahbari,28485,sysop, infinity,55,Fewer than 30 watchers,,0,44,2,0,0,,1303
21372781,Alicia Loren,3416,sysop, infinity,55,Fewer than 30 watchers,,0,81,7,0,0,,1304
4943138,Alien (popular culture),1491,sysop, infinity,64,Fewer than 30 watchers,,0,3,10,0,0,,1305
