page_id,page_title,view_count,protection_level,protection_expiry,page_length,page_id_scrapped,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories
29763516,2B11 Sani,43663,unprotected,,34,51561438,Fewer than 30 watchers,,0,177,1,0,0,
29766505,Acrocercops camptochrysa,3815,unprotected,,813,29766505,Fewer than 30 watchers,,0,2,16,0,0,4
29771408,Le jeune sage et le vieux fou,6106,unprotected,,4484,29771408,Fewer than 30 watchers,,0,13,24,0,0,4
29810883,BrÃƒÂ¶l,5184,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
29816230,Microbiofuels,14182,unprotected,,43,56020558,Fewer than 30 watchers,,0,23,1,0,0,
29863349,Adams Streeter,7695,unprotected,,1639,29863349,Fewer than 30 watchers,,0,36,22,0,0,3
29899074,List of mayors of Surquillo District,2662,unprotected,,1973,29899074,Fewer than 30 watchers,,0,18,17,1,1,
29931455,Anne Saunders,3131,unprotected,,166,29931455,Fewer than 30 watchers,,2,17,5,0,0,
29966572,F. Wolfgang Schnell,5860,unprotected,,10221,29966572,Fewer than 30 watchers,,1,23,28,0,0,5
29967911,Pseudohiatula cyatheae,3553,unprotected,,2014,29967911,Fewer than 30 watchers,,0,10,12,0,0,4
29994677,Raritan River Freight Station,7754,unprotected,,5253,29994677,Fewer than 30 watchers,,1,29,25,0,0,5
29998033,Beach handball at the 2010 Asian Beach Games,7980,unprotected,,13219,29998033,Fewer than 30 watchers,,0,27,70,0,0,
30015793,Blue Sky Solar Racing,18859,unprotected,,19161,30015793,Fewer than 30 watchers,,1,49,138,1,1,4
30018125,Sehala Thaoura,5330,unprotected,,2372,30018125,Fewer than 30 watchers,,0,9,11,0,0,6
30018168,AÃƒÂ¯n Zouit,6965,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
30019337,Beni-Zekki,9030,unprotected,,2333,30019337,Fewer than 30 watchers,,1,6,8,0,0,4
30019486,Tendu Gewog,8711,unprotected,,2030,30019486,Fewer than 30 watchers,,0,37,11,0,0,7
30020247,Glen MacPherson,32463,unprotected,,4411,30020247,Fewer than 30 watchers,,0,499,44,0,0,14
30045857,Schlink,3618,unprotected,,345,30045857,Fewer than 30 watchers,,0,13,6,0,0,3
30049002,Mission Essential,76337,unprotected,,34640,30049002,Fewer than 30 watchers,,2,1151,158,0,0,2
30062202,Jamala,996091,unprotected,,46123,30062202,42,5,7,5827,790,0,0,23
30071477,Gunawan Dwi Cahyo,41089,unprotected,,7391,30071477,Fewer than 30 watchers,,0,221,239,2,1,4
30076255,Donald James Winslow,5645,unprotected,,4578,30076255,Fewer than 30 watchers,,0,10,12,0,0,10
30078090,Spliced,6596,unprotected,,233,30078090,Fewer than 30 watchers,,1,26,8,0,0,
30091767,Sparre Barn,5866,unprotected,,2394,30091767,Fewer than 30 watchers,,0,29,26,0,0,5
30097908,The Diverting History of John Gilpin,46697,unprotected,,3917,30097908,Fewer than 30 watchers,,0,522,44,0,0,
30111015,Adriano De Pierro,11777,unprotected,,4567,30111015,Fewer than 30 watchers,,0,54,33,0,0,9
30125754,"Turkish senate elections, 1977",4480,unprotected,,59,56475302,Fewer than 30 watchers,,0,1,2,0,0,
30132430,Oana ChirilÃ„Æ’,6653,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
30141747,Everett McLeod,3604,unprotected,,1350,30141747,Fewer than 30 watchers,,0,11,12,0,0,4
30156889,Gavin Trippe,21225,unprotected,,17816,30156889,Fewer than 30 watchers,,3,67,81,0,0,6
30159702,Deportivo Mongomo,13565,unprotected,,1596,30159702,Fewer than 30 watchers,,0,41,82,0,0,5
30175519,Sennen Cove Lifeboat Station,15189,unprotected,,9836,30175519,Fewer than 30 watchers,,0,177,33,0,0,3
30211629,Sieglseen,1089,unprotected,,39,52798973,Fewer than 30 watchers,,0,3,1,0,0,
30222629,Torslanda Church,6929,unprotected,,2124,30222629,Fewer than 30 watchers,,1,52,17,0,0,4
30228976,CuvÃƒÂ¢ntul (disambiguation),1340,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
30234000,Timothy James Webb,11428,unprotected,,8862,30234000,Fewer than 30 watchers,,1,46,57,0,0,14
30266503,Insoumise bookstore,6827,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
30268930,AMA Grand National Championship,75806,unprotected,,50,59111686,Fewer than 30 watchers,,0,184,1,0,0,
30269302,2011 in aviation,36244,unprotected,,89202,30269302,Fewer than 30 watchers,,0,153,320,0,0,7
30271358,6th Independent Battery Indiana Light Artillery,5921,unprotected,,4632,30271358,Fewer than 30 watchers,,0,17,8,0,0,3
30282915,Motorenbau Werk Kassel,4193,unprotected,,1346,30282915,Fewer than 30 watchers,,0,84,16,0,0,3
30296571,Donna High School,34576,unprotected,,15216,30296571,Fewer than 30 watchers,,1,179,91,1,1,11
30300084,Physical Review A,64972,unprotected,,6514,30300084,Fewer than 30 watchers,,7,432,102,0,0,7
30318916,1956 Emperor's Cup,7683,unprotected,,1470,30318916,Fewer than 30 watchers,,0,7,8,0,0,
30325283,"First Interstate Center (Missoula, Montana)",4791,unprotected,,2510,30325283,Fewer than 30 watchers,,1,9,33,0,0,3
30326838,Virginie Dedieu,14811,unprotected,,6212,30326838,Fewer than 30 watchers,,0,518,30,0,0,11
30327698,PsyShark,1629,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
30333775,Pierre le Beau,6448,unprotected,,2821,30333775,Fewer than 30 watchers,,0,14,28,0,0,6
30336689,Bulimulus inconspicuus,2401,unprotected,,82,64357495,Fewer than 30 watchers,,0,0,1,0,0,
30399631,Wickham Road Historic District,4860,unprotected,,3406,30399631,Fewer than 30 watchers,,0,7,19,0,0,5
30406204,Pseudoclanis aequabilis,3225,unprotected,,1891,30406204,Fewer than 30 watchers,,0,11,13,0,0,4
30408047,David Straiton,47433,unprotected,,2814,30408047,Fewer than 30 watchers,,1,313,38,0,0,13
30430079,Dead and Deader,75509,unprotected,,9460,30430079,Fewer than 30 watchers,,2,848,98,0,0,4
30438727,Robot Chicken (season 2),79689,unprotected,,31185,30438727,Fewer than 30 watchers,,0,852,136,0,0,2
30439682,Robot Chicken (season 3),74828,unprotected,,27930,30439682,Fewer than 30 watchers,,0,848,94,2,1,2
30455635,Tuonela Productions Ltd,3796,unprotected,,50,54302360,Fewer than 30 watchers,,0,4,1,0,0,
30469890,2010 All-Pro Team,92409,unprotected,,10104,30469890,Fewer than 30 watchers,,0,798,81,0,0,2
30470726,National Monument (Amsterdam),110741,unprotected,,7791,30470726,Fewer than 30 watchers,,1,797,91,0,0,5
30480252,Charlie's Angels (2011 TV series),732220,unprotected,,34477,30480252,73,4,2,7511,951,5,3,6
30481677,N. G. Vartak High School,17615,unprotected,,12189,30481677,Fewer than 30 watchers,,0,155,87,0,0,14
30520973,Trust (magazine),9293,unprotected,,1910,30520973,Fewer than 30 watchers,,3,20,55,0,0,
30523304,John Beauchamp,5155,unprotected,,1384,30523304,Fewer than 30 watchers,,5,20,44,0,0,
30538887,Antwerp (novel),27700,unprotected,,3793,30538887,Fewer than 30 watchers,,0,339,30,0,0,
30541432,1989 IBF World Championships Ã¢â‚¬â€œ Men's Doubles,5811,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
30556769,Richard Greenham,12987,unprotected,,6244,30556769,Fewer than 30 watchers,,1,53,37,0,0,15
30584599,Bardstown (horse),5657,unprotected,,3616,30584599,Fewer than 30 watchers,,0,30,11,0,0,5
30596474,Catanzaro Lido railway station,11945,unprotected,,14344,30596474,Fewer than 30 watchers,,0,48,40,0,0,5
30618500,16 de Septiembre,25805,unprotected,,1959,30618500,Fewer than 30 watchers,,1,36,20,0,0,5
30665006,Hirotaka Tameda,7819,unprotected,,3115,30665006,Fewer than 30 watchers,,0,58,34,0,0,6
30669707,Matthew Tayler-Smith,4791,unprotected,,1644,30669707,Fewer than 30 watchers,,2,36,38,0,0,5
30672211,2011 Valle d'Aosta Open,3192,unprotected,,2608,30672211,Fewer than 30 watchers,,0,6,20,0,0,
30699765,Descent into Chaos (Legion of the Damned album),11273,unprotected,,3011,30699765,Fewer than 30 watchers,,2,55,51,0,0,7
30704706,Wojciech Jankowski,4656,unprotected,,2239,30704706,Fewer than 30 watchers,,0,24,21,1,1,5
30707420,Mshasho Clothing,9077,unprotected,,2540,30707420,Fewer than 30 watchers,,0,25,38,0,0,3
30709568,Garnet Valley High School,38439,unprotected,,7068,30709568,Fewer than 30 watchers,,0,239,180,0,0,14
30714773,UKHot40,12037,unprotected,,1688,30714773,Fewer than 30 watchers,,1,41,19,0,0,
30725137,Andrei MaÃˆâ€ºiura,3864,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
30729148,Paula Jacques,8961,unprotected,,4294,30729148,Fewer than 30 watchers,,0,36,34,0,0,10
30738450,Estella Leopold,23267,unprotected,,8897,30738450,Fewer than 30 watchers,,2,216,68,0,0,16
30738822,Maciachini (Milan Metro),9448,unprotected,,1982,30738822,Fewer than 30 watchers,,1,32,30,0,0,3
30739444,The Wedding Ring (1944 film),8270,unprotected,,1855,30739444,Fewer than 30 watchers,,2,13,22,0,0,6
30743742,Marissa Paternoster,166714,unprotected,,5949,30743742,Fewer than 30 watchers,,0,1285,103,1,1,6
30756779,No. 345 Squadron RAF,11404,unprotected,,3136,30756779,Fewer than 30 watchers,,2,45,13,0,0,7
30799410,Kathleen Burkett,4470,unprotected,,4458,30799410,Fewer than 30 watchers,,2,12,17,0,0,2
30823941,Francis Leota,7659,unprotected,,6326,30823941,Fewer than 30 watchers,,0,44,45,0,0,4
30836301,Hakodate Junior College,4253,unprotected,,1426,30836301,Fewer than 30 watchers,,0,16,20,1,1,8
30859718,The Flipside of Dominick Hide,61410,unprotected,,6765,30859718,Fewer than 30 watchers,,4,796,112,0,0,5
30863495,"Svetinja, Trebnje",3687,unprotected,,4218,30863495,Fewer than 30 watchers,,0,7,10,0,0,4
30863620,Maumturks,41703,unprotected,,7983,30863620,Fewer than 30 watchers,,6,480,201,1,1,9
30865182,Dr. Dre Presents the Aftermath,591072,unprotected,,11802,30865182,Fewer than 30 watchers,,10,5610,263,1,1,10
30871445,Danish phonology,261600,unprotected,,35991,30871445,46,13,3,3290,1007,2,2,6
30878417,Canadian Urban Institute,9639,unprotected,,3777,30878417,Fewer than 30 watchers,,0,69,21,1,1,
30879464,Thomas Fale,7351,unprotected,,2180,30879464,Fewer than 30 watchers,,1,14,35,0,0,11
30881071,2011 ITU Triathlon World Cup,5841,unprotected,,10047,30881071,Fewer than 30 watchers,,0,14,38,0,0,
30882408,Pine Islet Light,7730,unprotected,,10125,30882408,Fewer than 30 watchers,,1,58,59,0,0,9
30917421,Oil record book,89902,unprotected,,5161,30917421,Fewer than 30 watchers,,0,814,47,0,0,
30924523,Jack Tising,6919,unprotected,,1750,30924523,Fewer than 30 watchers,,0,11,17,0,0,4
30930664,Daniel Goldschmitt,2856,unprotected,,1186,30930664,Fewer than 30 watchers,,1,7,15,0,0,6
30931341,Camptodontus (bird),5228,unprotected,,46,60904892,Fewer than 30 watchers,,0,5,1,0,0,
30940850,Fiskum,7102,unprotected,,4769,30940850,Fewer than 30 watchers,,0,19,13,0,0,5
30942260,Albert Sale,6900,unprotected,,9124,30942260,30,There may or may not be a watching user visiting recent edits,2,23,32,0,0,
30946717,Parliamentary Council,10952,unprotected,,3353,30946717,Fewer than 30 watchers,,0,26,13,0,0,4
30955568,Born Free (Humble Gods album),6609,unprotected,,2548,30955568,Fewer than 30 watchers,,0,31,28,0,0,6
30958981,History of GLONASS,21100,unprotected,,25697,30958981,Fewer than 30 watchers,,2,176,122,0,0,5
30966432,Leo Rey,9994,unprotected,,1555,30966432,Fewer than 30 watchers,,0,51,27,0,0,6
30967818,John Carlson (Minnesota politician),8215,unprotected,,3747,30967818,Fewer than 30 watchers,,0,27,24,0,0,4
30975280,John Appel,28234,unprotected,,6502,30975280,Fewer than 30 watchers,,1,220,36,1,1,9
30979723,Maine School Administrative District 11,2934,unprotected,,391,30979723,Fewer than 30 watchers,,0,6,17,0,0,6
30984841,The Amazing Race 3 (Latin America),26082,unprotected,,39848,30984841,Fewer than 30 watchers,,4,102,682,4,2,7
30990611,Ministry of Finance (Hawaii),8203,unprotected,,13567,30990611,Fewer than 30 watchers,,0,24,95,0,0,2
30992943,PRINS (gene),6946,unprotected,,1653,30992943,Fewer than 30 watchers,,0,4,11,0,0,
30993209,Mid-Germany Railway,6872,unprotected,,8664,30993209,Fewer than 30 watchers,,5,21,13,0,0,7
31005029,GyÃƒÂ¶ngyi DrÃƒÂ¡vai,7298,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31008448,"Hidden Lake, Colorado",18132,unprotected,,8094,31008448,Fewer than 30 watchers,,0,115,45,0,0,5
31010232,Wife Wanted (1946 film),19733,unprotected,,3123,31010232,Fewer than 30 watchers,,0,668,46,0,0,5
31011446,Nuestra Belleza Guerrero,5832,unprotected,,58,56776736,Fewer than 30 watchers,,0,0,1,0,0,
31012921,Cleveland Forest Citys all-time roster,4267,unprotected,,8329,31012921,Fewer than 30 watchers,,0,14,8,0,0,3
31016387,Greek industrial railways,12583,unprotected,,6606,31016387,Fewer than 30 watchers,,0,88,26,0,0,3
31019460,100 mm anti-tank gun M1977,43882,unprotected,,6192,31019460,Fewer than 30 watchers,,0,510,30,0,0,8
31025539,Camino de Sacramento,6283,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31026293,MiloÃ…Â¡ Macourek,17298,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31026684,Carlos Orellana,40297,unprotected,,4992,31026684,Fewer than 30 watchers,,0,280,54,0,0,12
31032233,Messiah (UK band),19247,unprotected,,77,62667006,Fewer than 30 watchers,,0,57,1,0,0,
31037612,Ucamco,21270,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31040974,Erich Klibansky,10415,unprotected,,4959,31040974,Fewer than 30 watchers,,0,31,69,1,1,11
31047196,Caitlin Montanye Parrish,9808,unprotected,,46,49613774,Fewer than 30 watchers,,0,16,6,0,0,
31058808,RengsjÃƒÂ¶ SK,8651,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31073008,Rebelde (Brazilian telenovela),55765,unprotected,,60,56687992,Fewer than 30 watchers,,0,128,1,0,0,
31076370,Perseba Bangkalan,11243,unprotected,,2078,31076370,Fewer than 30 watchers,,0,61,30,0,0,6
31076853,John Kolius,11092,unprotected,,4829,31076853,Fewer than 30 watchers,,1,81,59,0,0,4
31077081,Leonid Korniyets,13810,unprotected,,3922,31077081,Fewer than 30 watchers,,1,77,46,0,0,6
31080734,Islamic Djamaat of Dagestan,65341,unprotected,,15163,31080734,Fewer than 30 watchers,,2,1294,103,0,0,2
31081622,Survivor Greece 2,37778,unprotected,,6690,31081622,Fewer than 30 watchers,,0,74,60,0,0,4
31090870,Irish Coffee (band),30233,unprotected,,10095,31090870,Fewer than 30 watchers,,0,258,65,0,0,5
31091694,The Boy Who Talked to Badgers,24023,unprotected,,4083,31091694,Fewer than 30 watchers,,0,273,45,0,0,4
31093340,Wilhelm von Krosigk,5802,unprotected,,1529,31093340,Fewer than 30 watchers,,0,25,25,0,0,
31102785,Nunivak Cup'ig language,18230,unprotected,,55,59919224,Fewer than 30 watchers,,0,54,1,0,0,
31110123,Breckland Beira,18195,unprotected,,3385,31110123,Fewer than 30 watchers,,1,128,17,0,0,3
31113079,AÃƒÂ¯da Mady Diallo,7333,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31120736,Yevgeniya Zinurova,6573,unprotected,,1906,31120736,Fewer than 30 watchers,,0,22,23,0,0,5
31134936,William Fell (writer),4436,unprotected,,2290,31134936,Fewer than 30 watchers,,0,14,26,0,0,4
31135649,A Kingdom Besieged,49533,unprotected,,1330,31135649,Fewer than 30 watchers,,0,440,46,1,1,
31135900,Edith Creek Chlorination House,6039,unprotected,,2382,31135900,Fewer than 30 watchers,,0,14,22,0,0,7
31140892,Made for Each Other (album),7006,unprotected,,69,62080212,Fewer than 30 watchers,,0,0,2,0,0,2
31150488,FinnentropÃ¢â‚¬â€œFreudenberg railway,3846,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31153812,Thenaruvi,23666,unprotected,,3065,31153812,Fewer than 30 watchers,,0,180,42,0,0,7
31155122,Eze Collins,7259,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31156836,Rain Rain Come Again,116173,unprotected,,5667,31156836,Fewer than 30 watchers,,0,1699,130,1,1,10
31160646,DJ Durano,63530,unprotected,,7757,31160646,Fewer than 30 watchers,,0,608,285,0,0,12
31162784,Men's Low-Kick at WAKO World Championships 2007 Belgrade -86 kg,4622,unprotected,,5843,31162784,Fewer than 30 watchers,,0,9,13,0,0,
31168913,Ctenodactylomorphi,8559,unprotected,,628,31168913,Fewer than 30 watchers,,0,47,13,0,0,4
31171484,Keratsini-Drapetsona,18979,unprotected,,1943,31171484,Fewer than 30 watchers,,1,79,74,0,0,7
31172474,Bill Oster,8509,unprotected,,2708,31172474,Fewer than 30 watchers,,0,18,31,0,0,4
31183248,King County Labor Council,11385,unprotected,,29049,31183248,Fewer than 30 watchers,,4,34,66,0,0,4
31188111,Science and Technology Museum,3959,unprotected,,1029,31188111,Fewer than 30 watchers,,3,6,6,0,0,3
31192589,Maghreb Virtual Science Library,3790,unprotected,,6220,31192589,Fewer than 30 watchers,,0,4,22,0,0,5
31199051,Kyohei Inukai,1149,unprotected,,135,31199051,Fewer than 30 watchers,,1,0,5,0,0,
31205574,Anslinger,10106,unprotected,,517,31205574,Fewer than 30 watchers,,0,47,10,0,0,4
31214359,Andrea BÃƒÂ¶lk,7653,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31222700,Coldrain,368904,unprotected,,76989,31222700,Fewer than 30 watchers,,8,3569,691,15,2,17
31252635,Purdown,10040,unprotected,,505,31252635,Fewer than 30 watchers,,0,73,9,0,0,3
31264453,Kontaktor,9737,unprotected,,3127,31264453,Fewer than 30 watchers,,1,8,33,0,0,9
31272715,Buddleja tibetica,8103,unprotected,,4613,31272715,Fewer than 30 watchers,,1,25,59,0,0,3
31282954,5-Ethyl-DMT,33024,unprotected,,1846,31282954,Fewer than 30 watchers,,0,58,29,0,0,8
31282989,Anthidium placitum,3415,unprotected,,1437,31282989,Fewer than 30 watchers,,5,6,12,0,0,4
31285345,Strom Thurmond High School,19652,unprotected,,4759,31285345,Fewer than 30 watchers,,0,140,73,0,0,8
31287550,2011 Seguros BolÃƒÂ­var Open Barranquilla,3530,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31355593,Tom Freedman,16363,unprotected,,4778,31355593,Fewer than 30 watchers,,1,135,56,0,0,6
31359230,Agdistis tihamae,3376,unprotected,,887,31359230,Fewer than 30 watchers,,0,4,22,0,0,4
31359629,Chondropomatus,2805,unprotected,,1530,31359629,Fewer than 30 watchers,,0,2,9,0,0,5
31359717,William Cuming,7091,unprotected,,3419,31359717,Fewer than 30 watchers,,2,6,25,0,0,11
31365372,Angelo J. Arculeo,7274,unprotected,,2989,31365372,Fewer than 30 watchers,,1,37,37,0,0,5
31372595,Templo Expiatorio del SantÃƒÂ­simo Sacramento,48059,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31373111,PrzewiÃ„â„¢Ã…Âº Lock,3666,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31373505,YuenÃƒÂ¼,29442,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31382189,Greg Glover,7921,unprotected,,940,31382189,Fewer than 30 watchers,,0,41,12,0,0,2
31418933,August Zirner,38505,unprotected,,9423,31418933,Fewer than 30 watchers,,1,551,74,1,1,12
31421571,Fiber optic coupler,81132,unprotected,,33,31421571,Fewer than 30 watchers,,0,75,29,0,0,
31430357,Penn State College of Engineering,64525,unprotected,,101342,31430357,Fewer than 30 watchers,,15,384,131,1,1,7
31447867,NÃƒÂ¦vesdal,2995,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31447916,"Sandvika, Aust-Agder",6250,unprotected,,76,65971396,Fewer than 30 watchers,,0,10,1,0,0,
31457304,Anthony Gose,159985,unprotected,,24921,31457304,Fewer than 30 watchers,,2,12949,465,10,7,4
31495191,Bright Lights (1928 film),12967,unprotected,,4901,31495191,Fewer than 30 watchers,,1,53,65,0,0,3
31515034,2011 Tennis Napoli Cup Ã¢â‚¬â€œ Singles,4074,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31518628,FC Rotor Bishkek,3818,unprotected,,1199,31518628,Fewer than 30 watchers,,2,12,23,0,0,9
31543806,Swinerton,46549,unprotected,,5314,31543806,Fewer than 30 watchers,,3,447,84,0,0,3
31549562,Dirk Kontny,2924,unprotected,,1956,31549562,Fewer than 30 watchers,,0,13,10,0,0,5
31551143,Michael Himes,21026,unprotected,,7047,31551143,Fewer than 30 watchers,,1,136,105,0,0,9
31555381,Nadia Lalami,13129,unprotected,,6836,31555381,Fewer than 30 watchers,,2,43,51,0,0,6
31574089,Ceferino Denis,5184,unprotected,,2070,31574089,Fewer than 30 watchers,,0,14,26,0,0,4
31574831,Exquisite Corpse (film),29106,unprotected,,2298,31574831,Fewer than 30 watchers,,0,196,25,0,0,6
31575897,Than Thong,5666,unprotected,,2540,31575897,Fewer than 30 watchers,,0,11,12,0,0,12
31581409,"Mongolian legislative election, 1963",3311,unprotected,,66,59304450,Fewer than 30 watchers,,0,0,1,0,0,
31606987,Starksia spinipenis,3042,unprotected,,1853,31606987,Fewer than 30 watchers,,2,5,18,0,0,5
31650518,Igor Bobkov,25188,unprotected,,13287,31650518,Fewer than 30 watchers,,0,110,84,1,1,4
31655410,Viola libanotica,7387,unprotected,,1644,31655410,Fewer than 30 watchers,,0,41,14,0,0,3
31657640,Charm Tong,9643,unprotected,,8972,31657640,Fewer than 30 watchers,,1,23,79,0,0,
31670202,Sinopa,22229,unprotected,,19783,31670202,Fewer than 30 watchers,,3,165,65,6,2,6
31677070,List of airlines of Nagorno-Karabakh,5389,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31680626,Jonathan Tremblay,11165,unprotected,,2687,31680626,Fewer than 30 watchers,,1,32,43,0,0,3
31690862,1975 Los Angeles Times 500,10312,unprotected,,10406,31690862,Fewer than 30 watchers,,0,33,85,0,0,4
31693098,Capital structure substitution theory,44288,unprotected,,13998,31693098,Fewer than 30 watchers,,0,161,83,0,0,
31693627,Paulinus Igwe Nwagu,10311,unprotected,,5741,31693627,Fewer than 30 watchers,,0,49,42,0,0,2
31702957,Truls Kristiansen,3270,unprotected,,1549,31702957,Fewer than 30 watchers,,0,8,13,0,0,5
31707991,Rishton Ke Bhanwar Mein Uljhi Niyati,93039,unprotected,,3908,31707991,Fewer than 30 watchers,,2,288,191,0,0,4
31731636,David Reed (soccer),8043,unprotected,,4646,31731636,Fewer than 30 watchers,,0,30,39,0,0,3
31733712,Okinawa Kaigan Quasi-National Park,12610,unprotected,,2760,31733712,Fewer than 30 watchers,,0,26,27,0,0,7
31737285,Pavel Solomatin,14660,unprotected,,4406,31737285,Fewer than 30 watchers,,0,59,122,2,2,6
31753553,TomÃƒÂ¡Ã…Â¡ RachÃ…Â¯nek,6068,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31755935,Talang Tuwo inscription,15383,unprotected,,53,57275136,Fewer than 30 watchers,,0,75,3,0,0,
31756535,2011Ã¢â‚¬â€œ12 Copa del Rey,183298,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31760994,Handgrip maneuver,177750,unprotected,,4573,31760994,Fewer than 30 watchers,,0,1074,97,1,1,5
31767521,List of Wales Minor Counties Cricket Club List A players,5862,unprotected,,22286,31767521,Fewer than 30 watchers,,3,24,16,0,0,5
31769223,Juan Chang,21406,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31774244,Oxalis glabra,14005,unprotected,,7301,31774244,Fewer than 30 watchers,,1,96,33,0,0,4
31776883,Friedrich Ostermann,11410,unprotected,,5046,31776883,Fewer than 30 watchers,,0,27,59,0,0,5
31781602,1902Ã¢â‚¬â€œ03 FA Cup Qualifying Rounds,7262,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31785783,The Harem Years,11694,unprotected,,1812,31785783,Fewer than 30 watchers,,0,60,39,0,0,
31793918,Linstead Parva,12343,unprotected,,3842,31793918,Fewer than 30 watchers,,0,74,20,0,0,6
31794146,Yewale,4720,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31800935,List of English football transfers summer 2003,19487,unprotected,,12242,31800935,Fewer than 30 watchers,,1,199,21,0,0,3
31802798,Marius Stan (politician),8213,unprotected,,3305,31802798,Fewer than 30 watchers,,1,98,40,0,0,5
31804657,MorphX (video game),34749,unprotected,,1205,31804657,Fewer than 30 watchers,,0,263,23,0,0,6
31812738,"James M. Hewgley, Jr.",4245,unprotected,,50,50643603,Fewer than 30 watchers,,0,8,1,0,0,
31815971,Itzhak Vissoker,15675,unprotected,,2618,31815971,Fewer than 30 watchers,,4,51,54,0,0,7
31819967,Garnir relations,7548,unprotected,,5938,31819967,Fewer than 30 watchers,,2,77,18,0,0,2
31834325,"Thorn Hill, Tennessee",17895,unprotected,,8187,31834325,Fewer than 30 watchers,,0,186,44,0,0,6
31834988,Euselenops luniceps,5279,unprotected,,3571,31834988,Fewer than 30 watchers,,2,21,27,0,0,4
31835041,Jessamine Stakes,6038,unprotected,,21718,31835041,Fewer than 30 watchers,,1,22,59,0,0,
31835282,Tom Gibson (Scottish politician),9070,unprotected,,2328,31835282,Fewer than 30 watchers,,1,31,15,0,0,3
31843496,Bombing of Chiba in World War II,11439,unprotected,,6510,31843496,Fewer than 30 watchers,,0,121,21,0,0,
31849138,"Roadstown, New Jersey",7253,unprotected,,6812,31849138,Fewer than 30 watchers,,0,30,14,0,0,4
31855582,You Won't Forget Me,22921,unprotected,,3999,31855582,Fewer than 30 watchers,,0,211,27,0,0,5
31857031,Mao Zuquan,4777,unprotected,,7594,31857031,Fewer than 30 watchers,,2,21,111,0,0,3
31867818,The Square Circle,11820,unprotected,,4629,31867818,Fewer than 30 watchers,,0,108,22,0,0,
31868847,2008 Mito HollyHock season,5150,unprotected,,7133,31868847,Fewer than 30 watchers,,0,18,6,0,0,3
31892218,ADFC,11294,unprotected,,181,31892218,Fewer than 30 watchers,,1,29,8,0,0,
31899858,2002 European Athletics Championships Ã¢â‚¬â€œ Men's triple jump,10414,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31911665,1864 in Denmark,20010,unprotected,,3729,31911665,Fewer than 30 watchers,,0,49,40,0,0,5
31911891,ConstituciÃƒÂ³n Unido,6162,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31938784,Fode Mamadou Toure,4603,unprotected,,80,66548021,Fewer than 30 watchers,,0,0,1,0,0,
31951876,Suicide Prevention Hotline,31333,unprotected,,2388,31951876,Fewer than 30 watchers,,3,25,29,0,0,5
31966481,Nemyriv Raion,9117,unprotected,,5066,31966481,Fewer than 30 watchers,,0,39,36,0,0,10
31971126,Uaithne Ãƒâ€œ Cobhthaigh,8990,unprotected,,0,0,Fewer than 30 watchers,,0,0,,,,
31973071,Gobindagonj High School,2472,unprotected,,67,53302463,Fewer than 30 watchers,,0,0,1,0,0,
31978863,Michael Claridge,5808,unprotected,,1217,31978863,Fewer than 30 watchers,,3,22,16,0,0,5
31980489,Villa Grande (disambiguation),1469,unprotected,,271,31980489,Fewer than 30 watchers,,0,6,1,0,0,
31998844,Bianca Knight,65464,unprotected,,4512,31998844,Fewer than 30 watchers,,0,3658,92,2,2,11
32020129,Futurebirds,74276,unprotected,,4978,32020129,Fewer than 30 watchers,,0,1245,73,0,0,5
